Pathway	RL509-mf	RL511-mf	RL514-mf	RL516-mf	RL518-mf	RL528-mf	RL568-mf	RL569-mf	RL573-mf	RL585-mf	RL591-mf	RL601-mf	RL605-mf	RL606-mf	RL607-mf	RL610-mf	RL613-mf	RL616-mf	RL627-mf	RL628-mf	RL641-mf	RL651-mf	RL654-mf	RL656-mf	RL659-mf	RL663-mf	RL665-mf	RL667-mf	RL668-mf	RL679-mf	RL680-mf	RL682-mf	RL683-mf	RL686-mf	RL691-mf	RL693-mf	RL700-mf	RL703-mf	RL704-mf	RL725-mf
PWY-6607: guanosine nucleotides degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0956	7.08184	0	0	0	0	13.1742
PWY-6608: guanosine nucleotides degradation III	4.37303	31.48	5.5747	6.89812	40.2575	8.38053	12.9999	7.64281	22.4804	37.2422	46.409	54.3943	7.8592	15.0386	9.44102	39.5139	20.9171	28.4562	61.3295	169.582	35.346	39.0286	17.1549	73.6889	35.7754	19.2135	21.4132	28.0867	28.6593	20.4293	38.824	37.3949	51.3022	166.392	59.7507	63.2723	28.5717	36.8168	63.4595	98.5209
PWY-6609: adenine and adenosine salvage III	41.6522	204.726	33.197	147.538	119.789	41.2213	78.012	48.0245	163.942	134.596	199.133	269.968	34.9061	128.331	97.8423	64.7586	118.554	153.231	416.511	368.695	150.266	269.361	92.1895	250.821	204.746	78.4661	130.812	175.348	150.587	85.3555	307.6	316.409	235.224	609.778	439.103	158.474	224.668	296.167	210.209	460.577
PWY-6612: superpathway of tetrahydrofolate biosynthesis	0	0	0	0	0	0	0	10.6015	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7001	0	10.3109	5.95476	0	0	0	0	0	14.9637	0	0	0	25.1333	4.4339	2.86984	35.3432	8.26001	32.5161
PWY-6628: superpathway of L-phenylalanine biosynthesis	0	0	0	0	17.0933	0	0	5.55876	0	8.84839	0	24.1506	0	0	0	9.87312	0	0	53.8123	91.6993	0	42.2716	9.15798	32.9482	29.5395	7.58764	0	9.46519	24.016	7.53398	66.7551	16.8939	69.8679	84.0044	106.549	29.7448	29.1798	70.8885	48.7654	118.446
PWY-6630: superpathway of L-tyrosine biosynthesis	0	27.8793	0	4.51691	0	0	0	3.96467	0	4.67382	0	10.7028	0	0	0	0	0	0	0	77.992	0	26.5045	0	29.7993	13.1192	0	0	9.93698	0	6.4804	46.1342	11.3505	8.86927	6.57256	35.6727	21.9738	10.9381	30.6882	33.549	90.7713
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.3595	0	0	0	3.45797	0.780704	0	0	0	0	0	0	0	3.86633	0	9.85353	1.68096	11.0607	6.45546
PWY-6700: queuosine biosynthesis I (de novo)	7.03223	57.5287	4.5705	12.1786	39.9137	3.76624	25.213	28.9101	77.114	37.7162	141.113	79.2979	17.8747	33.4345	12.4105	47.4003	37.7345	41.4966	103.845	197.363	53.5945	64.3702	57.2003	123.281	120.934	14.2689	51.7327	34.0878	86.2139	44.8658	133.05	82.5025	157.168	199.383	276.239	44.0288	115.178	94.1067	78.8596	363.038
PWY-6703: preQ0 biosynthesis	5.66372	32.1762	7.43108	5.77561	0	3.35135	0	9.06678	49.3275	39.9543	48.3158	64.3811	2.92321	17.7012	17.7392	30.4223	19.7411	53.9574	28.5974	140.435	41.2142	45.7146	43.2238	43.5959	91.355	9.20566	22.6099	21.6991	61.3247	15.99	44.0285	35.9215	59.4434	110.701	249.932	26.4026	48.4887	91.9483	66.6415	265.51
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6622	0	2.51128
PWY-6731: starch degradation III	8.41445	2.79785	0	5.45259	16.4383	0	0	0	19.588	17.2266	29.9334	14.2051	12.5559	4.30029	10.7921	7.26031	2.73899	0	49.5699	207.875	21.1848	15.9715	31.8349	22.4481	76.2324	7.51096	13.0693	12.8292	55.0827	11.4211	39.6421	34.1452	21.0354	95.1704	93.239	26.0941	37.2197	26.5737	50.6278	104.388
PWY-6749: CMP-legionaminate biosynthesis I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0579	0	0	4.31827	0	12.5369
PWY-6803: phosphatidylcholine acyl editing	0	0	0	1.32501	0	0	0	15.4697	0	0	6.21252	0	0	0	0	0	0	0	5.67924	0	0	5.6851	0	0	0	0	4.27261	0	2.21829	0	0	0	1.72449	0	3.67926	3.40103	3.6448	102.879	8.60569	24.9169
PWY-6807: xyloglucan degradation II (exoglucanase)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14005	0	0	5.97614	0	0	0	2.63818	0	0	0	0	0	0	0	0	0	10.8502	2.55764
PWY-6823: molybdopterin biosynthesis	0	5.89331	0	2.57078	39.6931	2.70617	4.37011	5.52392	14.5833	9.12701	43.0994	6.85098	0	11.9597	44.431	4.49434	15.3401	8.24784	25.1062	70.8436	12.0635	58.5076	38.3199	54.721	126.413	26.4592	41.7849	15.2417	77.0001	8.60439	21.5446	28.8457	79.9009	96.6371	138.916	22.6076	48.2201	71.1453	39.8808	131.785
PWY-6859: all-trans-farnesol biosynthesis	4.0354	6.29645	0	0	0	0	0	0	3.74949	0	30.6614	0	3.40759	7.42917	0	5.83622	4.62459	0	17.6006	34.0646	17.9067	13.7414	0	6.51655	18.5672	0	4.33828	10.2824	21.3343	10.4828	5.95415	15.1321	14.7827	4.52807	103.407	7.74848	0	28.2013	23.7744	109.308
PWY-6876: isopropanol biosynthesis (engineered)	0	0	0	0	0	0	0	0	0	0	0	4.65052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	0	0	0	4.44826	0	11.023	0	0	13.0277	0	10.318	0	0	0	0	0	0	0	30.5858	45.4053	0	41.8979	0	21.8813	10.8849	0	0	0	31.5479	0	0	0	12.4449	370.863	43.0476	0	0	35.5858	7.90882	101.228
PWY-6897: thiamine diphosphate salvage II	13.3944	35.6132	31.5063	3.91216	13.217	11.4217	11.2298	6.9802	28.8839	21.8768	30.7115	61.03	0	38.3287	56.889	13.1129	24.3138	21.6004	63.8784	110.237	49.5036	48.9261	21.1627	48.4615	77.1795	55.7753	25.599	25.0034	57.2631	17.0883	52.2173	61.1492	78.142	289.636	209.889	31.7565	56.85	32.15	42.0417	203.065
PWY-6901: superpathway of glucose and xylose degradation	25.7963	79.6759	17.2463	63.8428	0	31.65	82.9753	41.322	48.6532	108.818	111.037	62.5338	33.3921	45.4421	68.9757	47.5032	98.5524	72.87	399.178	191.267	192.942	189.844	52.4901	316.767	159.81	61.3674	136.142	128.913	124.315	64.8332	163.576	265.766	123.687	83.2305	145.387	132.168	163.284	263.752	167.677	190.958
PWY-6902: chitin degradation II (Vibrio)	0	0	6.51471	0	25.1287	0	0	0	0	23.3756	0	2.4878	0	0	6.7223	0	0	0	17.1336	13.8186	5.24407	44.1477	15.6248	36.9277	24.9547	2.83211	7.67004	2.32644	27.3159	1.70596	6.978	12.4147	22.2869	22.9789	76.1454	22.6659	15.1824	7.0277	21.7112	112.438
PWY-6906: chitin derivatives degradation	0	0	0	0	0	0	0	0	0	8.73841	0	0	0	0	0	0	0	0	0	0	0	5.16986	0	0	0	0	0	0	14.7517	0	0	0	0	0	8.16168	0	0	0	11.689	20.928
PWY-6922: L-N&delta;-acetylornithine biosynthesis	0	0	0	0	0	0	0	2.57098	0	0	0	0	0	0	0	0	0	0	0	0	0	34.2472	0	0	0	0	0	0	0	0	0	0	0	5.11227	1.0216	0	0	2.79956	12.4214	3.17782
PWY-6936: seleno-amino acid biosynthesis (plants)	0	15.2327	0	51.3924	6.00779	3.67681	0	25.6019	15.6064	19.4547	3.99142	36.5025	0	0	6.835	0	0	0	50.1626	78.4125	0	20.9332	40.9991	17.3613	97.8093	0	15.9796	25.2973	30.4783	7.80499	44.0661	10.886	88.5339	43.6395	100.59	7.46128	57.7323	70.5008	27.3114	169.194
PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12083
PWY-6961: L-ascorbate degradation II (bacterial, aerobic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15572	0	0	0	1.60892	0	2.46038	0	0	3.29948	2.42539	12.2587
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	13.7739	30.8706	0	15.3802	48.0618	6.72953	4.65672	98.3023	8.0049	13.6283	52.2469	70.5366	0	3.86863	0	13.6565	8.35113	15.1749	33.1857	45.3399	0	88.084	8.47448	31.4536	17.5673	9.77567	24.4338	81.8782	9.76033	16.7844	84.3575	70.048	18.0819	181.808	32.2643	18.0284	26.8097	641.708	76.9719	54.6468
PWY-6992: 1,5-anhydrofructose degradation	0	0	0	0	0	0	0	0	0	1.87414	0	18.7705	0	0	0	0	0	0	27.1	6.17744	0	2.92826	0	6.76782	0	0	0	0	0	0	0	3.51679	0	0	1.3509	0	0	3.0746	2.87467	4.65728
PWY-7013: (S)-propane-1,2-diol degradation	24.2688	192.628	11.4541	28.8517	366.091	29.7152	74.8215	27.642	338.175	241.924	32.6654	302.957	41.5957	87.4781	42.9044	104.858	59.9742	92.4786	534.688	418.001	351.371	265.19	49.7173	563.724	75.8526	0	64.9009	158.289	64.8984	43.6776	263.737	422.722	117.737	703.923	25.023	216.366	134.626	80.7162	114.433	16.9647
PWY-702: L-methionine biosynthesis II	0	0	0	7.5358	7.21111	0	0	21.0167	6.30703	1.73914	4.92995	8.58501	0	0	0	0	0	0	20.7725	25.7385	6.65079	18.2703	6.27594	15.9092	19.1363	0	0	9.60932	8.19311	4.66238	22.5728	4.59254	36.195	25.3888	34.1921	7.23569	24.9571	39.1139	19.0266	57.5588
PWY-7094: fatty acid salvage	0	0	0	0	0	0	0	2.17616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19707	0	0	54.7253	0	2.11614
PWY-7111: pyruvate fermentation to isobutanol (engineered)	20.4074	265.216	11.1738	34.0284	228.08	46.6869	66.1936	40.4856	322.274	253.447	153.793	425.2	32.0944	112.18	50.5823	79.3846	100.184	87.5656	522.143	831.96	201.506	186.711	58.1396	252.955	189.177	48.0768	72.4532	145.949	127.838	73.0058	530.256	326.355	176.744	673.01	237.693	198.602	191.061	191.402	145.802	303.047
PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type	0	0	0	0	0	0	0	7.36033	9.03764	0	2.47697	0	0	0	11.3282	6.36369	0	0	4.20944	0	0	9.03616	0	8.15466	7.80296	5.2403	0	0	20.9939	0	27.2556	4.25917	6.96301	7.67548	20.2852	0	17.1695	60.1796	6.48437	26.5874
PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type	0	0	0	13.665	0	0	11.5699	29.4151	0	0	0	0	7.22851	0	14.404	9.26981	3.78411	6.13543	29.2649	64.31	13.1506	49.1376	0	40.0841	7.37205	9.16299	0	11.6922	0	3.72922	24.5641	7.67792	0	12.7634	16.2182	16.6881	18.4164	163.087	47.7621	66.432
PWY-7118: chitin deacetylation	0	0	0	0	0	0	0	53.8191	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96161	0	0	0	0	0	4.38103	2.30019	0	0	0	0	0	6.28133	3.95238	0	151.977	8.01309	26.3019
PWY-7165: L-ascorbate biosynthesis VIII (engineered pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41669
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0	0	0	0	0	0	0	10.4725	0	0	5.1537	0	0	0	0	37.6965	0	0	9.36236	0	0	2.35999	0	10.377	0	0	0	2.26242	7.96118	5.91263	2.64751	0	0	0	9.29805	0	0	67.6097	3.12175	46.2265
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.41874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.7407	0	0
PWY-7196: superpathway of pyrimidine ribonucleosides salvage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.9235	15.1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	12.7401	56.5667	6.48558	37.4333	28.4952	5.4304	17.4947	14.1397	41.31	37.0653	28.8764	66.6377	12.4284	16.0428	20.3461	36.2267	36.6546	60.3711	95.8369	121.708	46.3697	75.9102	16.5178	60.0205	62.4274	41.3721	41.6839	39.3143	45.245	15.6646	62.1626	43.5222	79.6713	269.191	80.3396	39.8664	79.6455	80.9096	25.8435	135.773
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV	0	0	0	0	0	0	0	7.36136	0	0	4.04268	11.7016	0	0	0	36.2712	0	9.02769	7.41704	17.0998	0	9.63418	0	8.283	0	0	0	0	6.3563	2.3115	3.49835	12.7698	0	4.91934	13.8684	0	14.225	0	11.2673	47.7602
PWY-7199: pyrimidine deoxyribonucleosides salvage	13.719	81.4084	9.85317	20.9302	0	6.50396	24.465	0	45.1333	51.1592	46.414	52.927	7.4147	23.494	5.99695	33.8533	53.361	31.5826	38.5453	106.418	63.8243	68.5634	32.3133	45.113	88.7921	0	33.856	33.749	75.7108	20.0495	94.4747	113.274	74.7781	184.906	289.808	46.7728	59.3606	75.6622	66.6315	329.506
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9735	0	0	0
PWY-7204: pyridoxal 5'-phosphate salvage II (plants)	0	0	0	0	0	0	0	3.29875	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09817	0	0	0	0	0	0	0	0	0	0	0	0	0.814477	0	0	16.4738	2.52721	14.7357
PWY-7208: superpathway of pyrimidine nucleobases salvage	22.8785	115.87	5.91978	74.6989	81.8069	8.8403	30.0948	42.4591	66.7129	103.248	136.289	178.463	22.967	95.4288	34.0361	68.7574	62.7818	100.874	214.322	379.199	154.798	213.27	21.3771	193.201	82.5451	66.7408	95.0894	85.0621	89.8797	62.4098	98.757	159.923	124.5	752.758	170.197	97.2633	148.565	174.176	105.02	205.24
PWY-7209: superpathway of pyrimidine ribonucleosides degradation	0	0	0	0	0	0	0	0	0	0	23.8664	0	0	0	0	0	0	0	5.42573	11.2742	0	2.23078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76104	0	2.01653
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP	0	0	0	0	0	0	0	8.98871	0	0	5.55427	0	0	0	0	46.6015	0	0	10.3392	0	0	1.64558	0	11.1804	0	0	0	0	8.56511	3.1554	2.92726	0	0	0	10.115	0	0	0	0	0.580918
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	0	0	0	0	0	0	0	8.82228	0	0	0	0	0	0	0	27.7398	0	0	14.9222	0	0	4.37907	0	18.0224	0	0	0	0	12.3509	4.56839	4.43759	0	0	0	16.2694	0	0	39.4878	5.51198	53.1284
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	19.965	26.5735	11.2154	29.8366	32.2424	6.7174	26.2251	34.0029	28.3103	81.3268	128.148	62.1363	18.4449	30.4489	31.3291	36.5608	32.0802	34.4651	100.428	283.312	110.244	172.839	8.13921	75.54	56.7254	40.2584	47.4407	54.8693	67.0037	37.9882	66.9425	102.665	40.1419	649.781	154.221	71.5484	64.628	172.763	133.857	184.35
PWY-7221: guanosine ribonucleotides de novo biosynthesis	43.0389	335.915	22.5716	108.854	245.544	25.8466	83.868	50.059	319.345	159.005	366.874	275.48	62.7197	112.81	77.7854	113.67	140.841	131.547	376.436	831.191	293.662	320.985	133.088	319.763	237.072	85.9353	147.068	177.931	195.224	84.4519	490.726	354.261	256.597	1470.14	490.451	256.567	286.118	325.277	205.077	439.381
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	19.965	26.5735	11.2154	29.8366	32.2424	6.7174	26.2251	34.0029	28.3103	81.3268	128.148	62.1363	18.4449	30.4489	31.3291	36.5608	32.0802	34.4651	100.428	283.312	110.244	172.839	8.13921	75.54	56.7254	40.2584	47.4407	54.8693	67.0037	37.9882	66.9425	102.665	40.1419	649.781	154.221	71.5484	64.628	172.763	133.857	184.35
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	27.8343	129.043	16.6304	85.3817	71.6126	11.037	40.4288	42.3016	69.7207	123.176	194.182	222.195	28.898	101.716	45.4975	87.143	57.2734	106.216	267.054	451.762	243.535	265.347	26.1947	246.505	95.8348	64.9092	129.515	94.9326	107.422	68.7764	119.546	167.529	134.394	1153.72	236.422	122.255	174.596	227.841	167.642	262.156
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	38.9914	86.5618	24.6581	72.2271	87.4549	20.7198	59.8692	62.2992	81.9206	179.05	269.009	181.58	40.6702	83.5958	61.9629	86.1097	77.2871	100.173	271.657	631.462	249.495	330.429	24.1692	210.955	115.721	88.5156	118.209	122.02	135.158	74.521	194.698	238.617	107.91	1304.96	302.968	150.74	161.654	320.117	182.868	337.158
PWY-7234: inosine-5'-phosphate biosynthesis III	6.74394	0	0	0	0	0	0	16.8955	0	0	12.0916	8.85747	0	0	0	11.4244	0	0	22.3802	54.303	8.90083	48.5643	0	38.6579	0	6.34547	17.0248	10.3336	11.6432	0	20.9683	13.0346	0	26.1341	47.0554	20.5125	47.7675	89.1455	22.6749	56.3163
PWY-7237: myo-, chiro- and scyllo-inositol degradation	0	197.497	0	0	0	0	0	0	0	0	62.5027	0	0	0	0	0	0	0	465.431	266.555	102.204	0	0	0	87.1642	40.9773	0	52.6193	0	0	0	0	118.776	316.087	190.017	0	0	26.4205	0	157.197
PWY-7238: sucrose biosynthesis II	0	184.422	16.066	75.7188	132.448	19.7676	94.067	42.9307	465.03	253.674	160.951	201.38	20.4923	63.815	65.893	56.9759	67.2028	69.1743	865.843	689.55	168.935	229.149	172.155	663.35	191.484	46.174	166.542	117.407	202.616	72.7398	667.56	530.189	332.666	1179.13	341.899	318.236	408.35	130.619	153.89	468.102
PWY-7242: D-fructuronate degradation	0	29.5131	0	7.77378	35.0826	4.11658	3.89578	6.10034	38.515	18.711	0	85.9188	3.73646	33.379	0	13.891	9.70176	12.0132	147.608	46.6902	3.81621	24.3376	0	74.5695	5.87225	8.98691	7.53926	11.8153	14.1737	9.82269	26.8332	44.3601	11.767	136.798	41.0333	13.2884	11.3615	28.3745	24.2739	32.6883
PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	6.50647	187.768	7.51828	19.7664	73.2593	8.55334	23.8632	23.544	118.616	94.3163	101.745	113.846	6.60242	27.7821	10.5943	32.6878	40.1211	39.5388	220.717	347.839	83.1037	111.258	45.8174	122.687	112.373	29.9097	61.3251	58.0104	92.9503	45.4748	251.915	162.084	137.156	254.785	234.561	81.0523	141.863	89.0268	69.4063	280.286
PWY-7254: TCA cycle VII (acetate-producers)	0	0	0	3.2147	0	0	2.84345	0	0	0	0	0	0	0	0	3.42676	3.71386	0	0	0	0	31.8089	5.42744	0	0	0	7.96075	9.55608	0	3.63933	7.01597	7.85667	0	11.9578	8.29302	6.20604	3.94449	8.41725	2.85116	8.21758
PWY-7269: mitochondrial NADPH production (yeast)	0	0	0	0	0	0	0	5.40318	0	0	0	0	0	0	0	0	0	0	0	0	0	7.37111	0	0	0	0	0	0	0	0	5.78713	0	0	0	0.558774	0.521204	0.215771	0	3.07268	8.39834
PWY-7279: aerobic respiration II (cytochrome c) (yeast)	0	0	0	8.12844	0	0	0	0	0	0	0	2.95064	0	0	0	0	0	0	0	2.63512	0	0	0	0	2.67725	0	0	0	0	0	0	0	0	0	0	0	0.74259	0	0	0.965215
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	4.30023	0	0	4.47643	0	0	12.8273	24.4404	0	7.33226	5.30994	0	0	0	19.0242	0	8.93588	0	25.7337	14.8765	8.66927	57.0557	0	46.6621	31.2713	10.4583	13.93	18.6952	44.9131	10.1535	29.6472	42.8857	0	0	94.8065	11.1475	0	55.5005	33.8464	107.595
PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22416
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	0	0	0	0	0	0	0	0	0	0	15.3146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19875	0	0	0	0	0	11.4545	0	0	6.23972	3.87429	0
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	0	0	0	3.69498	0	0	0	5.8657	7.3726	9.60967	0	9.07146	0	0	16.5276	4.73932	3.34465	0	5.07829	4.17646	22.3608	7.33734	0	2.73972	0	0	2.3598	2.85109	42.7682	6.54543	2.02053	5.64524	0	4.22201	27.1651	0	24.7714	9.71098	15.3596	8.24756
PWY-7316: dTDP-N-acetylviosamine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	4.44974	11.1484	0	2.81356	0	0	12.317	6.78186	12.623	65.2028	31.0605	0	0	23.1408	12.2986	13.3531	22.2105	15.5884	150.689	91.1493	19.4618	100.615	10.5353	62.3283	55.8605	11.522	18.8034	30.0239	44.4078	24.5639	56.5798	46.5564	53.9304	17.9543	103.484	28.6472	17.0182	54.941	43.8121	66.2775
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	0	66.8288	0	12.8342	78.5902	0	32.7492	25.4834	34.1625	55.8737	37.1455	20.4683	12.2543	23.6012	6.31248	10.9993	16.3209	16.5029	98.5008	103.677	83.8919	116.745	20.0684	95.2215	57.0855	24.4656	52.2135	60.5233	35.516	38.8994	172.812	61.7971	92.2437	244.47	83.1554	57.6777	88.669	68.5011	71.6369	109.654
PWY-7340: 9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.249	0	0
PWY-7345: superpathway of anaerobic sucrose degradation	0	0	0	22.6477	0	0	0	28.4093	49.6066	0	23.6667	100.152	9.21433	0	10.6517	0	47.5837	0	51.1856	128.69	85.9994	43.1544	13.9414	110.738	24.7092	43.2428	14.3349	25.9387	38.2045	0	68.9319	26.6229	68.1308	26.4629	98.0455	12.4401	99.2109	201.989	70.7013	145.603
PWY-7356: thiamine diphosphate salvage IV (yeast)	0	0	0	0	13.9601	0	0	0	4.90741	0	3.37181	4.28744	0	0	0	0	0	8.70061	6.57264	0	5.94745	13.6459	0	0	3.12212	0	3.86898	0	3.42729	2.24752	2.32761	0	10.1434	50.0994	13.74	0	0	4.14509	2.96652	19.9984
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)	13.7976	24.3691	27.2143	2.58781	28.7605	8.07133	7.97782	7.83804	21.7129	14.9874	25.635	43.009	0	27.6307	57.972	9.88049	19.519	14.8238	56.2668	92.9595	36.3212	41.5889	18.8818	33.9573	92.8005	47.1038	22.3283	18.9444	61.5901	19.3479	38.381	55.0885	109.434	236.943	197.666	28.5932	49.2506	28.8144	36.3832	211.221
PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.49819	6.14252	0	0	0	0	0	0
PWY-7373: superpathway of demethylmenaquinol-6 biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83248	0	0	0	0	0	0
PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)	9.98299	63.163	6.57403	0	46.023	0	22.2759	20.0872	44.5798	63.0901	10.8289	70.7402	17.1326	50.5719	24.967	30.7763	45.7967	49.3051	50.0672	10.6142	36.1449	33.6068	12.4418	66.6655	53.369	14.9739	48.0859	65.7379	39.7003	15.521	132.694	100.478	45.6746	103.141	57.4981	48.8615	58.1216	38.2013	6.54117	69.0669
PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13601
PWY-7385: 1,3-propanediol biosynthesis (engineered)	0	0	0	8.72192	0	0	4.73872	0	0	0	10.9888	0	0	0	0	0	6.81376	0	0	0	0	42.0269	10.8112	0	0	0	6.87156	4.13885	0	3.30994	3.44354	0	0	0	6.09325	9.55964	5.74093	13.9031	8.38338	28.4068
PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.20288	0	0	0	0	15.4612
PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3307
PWY-7391: isoprene biosynthesis II (engineered)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38873	0	0
PWY-7392: taxadiene biosynthesis (engineered)	0	14.7643	0	0	0	0	0	0	9.56976	0	53.1829	0	6.11614	16.0688	0	12.2452	10.7323	0	42.8699	67.7252	38.3102	25.6833	0	17.0916	36.5853	0	10.4385	20.8756	40.8928	18.6855	14.3593	33.7765	33.7765	12.6521	176.983	16.2962	0	23.619	41.51	188.097
PWY-7396: butanol and isobutanol biosynthesis (engineered)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9813
PWY-7399: methylphosphonate degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29176
PWY-7400: L-arginine biosynthesis IV (archaebacteria)	0	0	0	0	0	0	18.1734	28.8343	69.9745	0	0	58.5213	0	0	15.4739	0	0	0	34.9224	0	0	74.7578	71.4289	0	80.7553	0	40.9581	32.8797	71.232	0	0	0	97.2761	131.031	183.449	35.0243	95.8314	143.293	65.3451	214.361
PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42033
